COD OFICINA,ACTUAL COD REGION COMERCIAL,NUEVO COD REGION COMERCIAL,ACTUAL COD ZONA COMERCIAL,NUEVO COD ZONA COMERCIAL,ACTUAL NOMBRE REGION COMERCIAL,NUEVO NOMBRE REGION COMERCIAL,ACTUAL NOMBRE ZONA COMERCIAL,NUEVO NOMBRE ZONA COMERCIAL,Actual Nombre oficina,NUEVO NOMBRE OFICINA,NOMBRE GERENCIA/AREA,NOMBRE DISTRITO ACTUAL,NOMBRE NUEVO DISTRITO,ID ZONA,ID ZONA PADRE ACTUAL,ID ZONA PADRE MOVIMIENTO,NOMBRE OFICINA,ID ZONA,NOMBRE ACTUAL ZONA,NOMBRE ZONA NUEVO,ACTUAL NOMBRE DISTRITO,NUEVO  NOMBRE DISTRITO,ID ZONA,NOMBRE DIRECCION ACTUAL,NOMBRE NUEVA DIRECCION 
0279,04,-,005,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE,RISARALDA-CALDAS    ,GZ EJE CAFETERO,DOSQUEBRADAS        ,-,,-,Distrito Area Metropolitina Pereira,,,,DOSQUEBRADAS        ,,RISARALDA-CALDAS    ,GZ EJE CAFETERO,,Distrito Area Metropolitina Pereira,,,
0281,04,-,005,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, RISARALDA-CALDAS    ,GZ EJE CAFETERO,MALL PLAZA MANIZALEZ,MALL PLAZA MANIZALES,,-,Distrito Manizales,,,,MALL PLAZA MANIZALEZ,, RISARALDA-CALDAS    ,GZ EJE CAFETERO,,Distrito Manizales,,,
0282,08,41,001,007,CENTRAL             ,DIRECCION ORIENTE, BOYACA              ,GZ BOYACA,DUITAMA             ,-,,-,-,,,,DUITAMA             ,, BOYACA              ,GZ BOYACA,,-,,,
0283,42,41,038,008,DIRECCION DISTRITOS ,DIRECCION ORIENTE, G.DISTRITO BMANGA 3 ,GZ BUCARAMANGA,SAN FRANCISCO       ,-,,Gcia. Distrito B/manga 3,Distrito B/manga 3,2960,2946,2947,SAN FRANCISCO       ,2920, G.DISTRITO BMANGA 3 ,GZ BUCARAMANGA,,Distrito B/manga 3,,,
0284,06,-,005,001,NORORIENTE          ,DIRECCION CARIBE, MAGDALENA-GUAJIRA   ,GZ CESAR MAGDALENA Y GUAJIRA,EL BANCO            ,-,,-,-,,,,EL BANCO            ,, MAGDALENA-GUAJIRA   ,GZ CESAR MAGDALENA Y GUAJIRA,,-,,,
0285,04,-,002,005,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,EL CARMEN DE VIBORAL,-,,-,Distrito Valle de San Nicolas,,,,EL CARMEN DE VIBORAL,, MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,,Distrito Valle de San Nicolas,,,
0286,06,-,001,002,NORORIENTE          ,DIRECCION CARIBE,BOLIVAR-SAN ANDRES  ,GZ CORDOBA Y SUCRE,EL CARMEN           ,-,,-,-,,,,EL CARMEN           ,,BOLIVAR-SAN ANDRES  ,GZ CORDOBA Y SUCRE,,-,,,
0287,04,07,008,004,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,EL CERRITO          ,-,,-,Distrito Palmira y Candelaria,,,,EL CERRITO          ,, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,,Distrito Palmira y Candelaria,,,
0289,04,07,008,004,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,CANDELARIA          ,-,,-,Distrito Palmira y Candelaria,,,,CANDELARIA          ,, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,,Distrito Palmira y Candelaria,,,
0292,42,06,033,003,DIRECCION DISTRITOS ,DIRECCION CARIBE, G.DISTRITO BQUILLA 2,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,EL PRADO            ,-,,Gcia. Distrito B/quilla 2,Distrito B/quilla 2,2932,2922,2922,EL PRADO            ,2920, G.DISTRITO BQUILLA 2,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,,Distrito B/quilla 2,,,
0293,42,06,035,003,DIRECCION DISTRITOS ,DIRECCION CARIBE,G.DISTRITO BQUILLA 4,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,CTR CIAL PARQ ALEGRA,-,,Gcia. Distrito B/quilla 4,Distrito B/quilla 4,2938,2924,2924,CTR CIAL PARQ ALEGRA,2920,G.DISTRITO BQUILLA 4,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,,Distrito B/quilla 4,,,
0294,42,04,053,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE,G.DISTRITO MDLLIN 7 ,GZ DISTRITOS VALLE DE ABURRA,ENVIGADO            ,-,,Gcia. Distrito Medellín 7,Distrito Medellin 6,3045,3013,3013,ENVIGADO            ,3007,G.DISTRITO MDLLIN 7 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 6,,,
0295,04,07,008,004,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,DAGUA               ,-,,-,-,,,,DAGUA               ,, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,,-,,,
0296,04,08,006,-,ANT-OCC-TOLIMA      ,DIRECCION CENTRAL, TOLIMA              ,GZ TOLIMA,ESPINAL             ,-,,-,-,,,,ESPINAL             ,, TOLIMA              ,GZ TOLIMA,,-,,,
0299,42,-,026,003,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 26,GZ DISTRITOS BTA 3,C CIAL GRAN ESTACION,-,,Gcia. Distrito Bogotá 26,Distrito BTA 22,2601,2580,2709,C CIAL GRAN ESTACION,2573, GCIA DISTRITO BTA 26,GZ DISTRITOS BTA 3,,Distrito BTA 22,,,
0303,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE,NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,CUCUTA AV QUINTA    ,-,,-,Distrito Cucuta 1,,,,CUCUTA AV QUINTA    ,,NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,,Distrito Cucuta 1,,,
0304,08,-,003,004,CENTRAL             ,DIRECCION CENTRAL, CUNDINAMARCA        ,GZ MUNICIPIOS DE CUNDINAMARCA,FACATATIVA          ,-,,-,-,,,,FACATATIVA          ,, CUNDINAMARCA        ,GZ MUNICIPIOS DE CUNDINAMARCA,,-,,,
0309,04,08,006,-,ANT-OCC-TOLIMA      ,DIRECCION CENTRAL, TOLIMA              ,GZ TOLIMA,LA ESTACION CTR CIAL,-,,-,Distrito Ibague,,,,LA ESTACION CTR CIAL,, TOLIMA              ,GZ TOLIMA,,Distrito Ibague,,,
0310,42,06,035,003,DIRECCION DISTRITOS ,DIRECCION CARIBE, G.DISTRITO BQUILLA 4,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,BARANOA             ,-,,Gcia. Distrito B/quilla 4,Distrito B/quilla 4,15,2924,2924,BARANOA             ,2920, G.DISTRITO BQUILLA 4,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,,Distrito B/quilla 4,,,
0311,06,41,004,009,NORORIENTE          ,DIRECCION ORIENTE,MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,SAN GIL             ,-,,-,-,,,,SAN GIL             ,,MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,,-,,,
0312,08,-,007,005,CENTRAL             ,DIRECCION CENTRAL, TERRITORIOS NAC CUND,GZ TERRITORIOS ORIENTE COLOMBIANO,FLORENCIA           ,-,,-,Distrito Florencia,,,,FLORENCIA           ,, TERRITORIOS NAC CUND,GZ TERRITORIOS ORIENTE COLOMBIANO,,Distrito Florencia,,,
0313,04,-,005,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE,RISARALDA-CALDAS    ,GZ EJE CAFETERO,CTRO CIAL FUNDADORES,-,,-,Distrito Manizales,,,,CTRO CIAL FUNDADORES,,RISARALDA-CALDAS    ,GZ EJE CAFETERO,,Distrito Manizales,,,
0314,04,07,008,004,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,FLORIDA             ,-,,-,-,,,,FLORIDA             ,, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,,-,,,
0315,06,-,003,002,NORORIENTE          ,DIRECCION CARIBE, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,CC ALAMEDAS         ,-,,-,Distrito Monteria,,,,CC ALAMEDAS         ,, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,,Distrito Monteria,,,
0316,42,-,023,003,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 23,GZ DISTRITOS BTA 3,C.C. MILENION PLAZA ,-,,Gcia. Distrito Bogotá 23,Distrito BTA 20,2604,2714,2700,C.C. MILENION PLAZA ,2684, GCIA DISTRITO BTA 23,GZ DISTRITOS BTA 3,,Distrito BTA 20,,,
0318,06,-,002,001,NORORIENTE          ,DIRECCION CARIBE,CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,FONSECA             ,-,,-,-,,,,FONSECA             ,,CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,,-,,,
0319,42,41,036,008,DIRECCION DISTRITOS ,DIRECCION ORIENTE, G.DISTRITO BMANGA 1 ,GZ BUCARAMANGA,FLORIDABLANCA       ,-,,Gcia. Distrito B/manga 1,Distrito B/manga 1,,,,FLORIDABLANCA       ,, G.DISTRITO BMANGA 1 ,GZ BUCARAMANGA,,Distrito B/manga 1,,,
0322,04,-,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,FRONTINO            ,-,,-,-,,,,FRONTINO            ,, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,,-,,,
0324,04,-,002,005,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,ANDES ANTIOQUIA     ,-,,-,-,,,,ANDES ANTIOQUIA     ,, MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,,-,,,
0326,06,-,005,001,NORORIENTE          ,DIRECCION CARIBE,MAGDALENA-GUAJIRA   ,GZ CESAR MAGDALENA Y GUAJIRA,FUNDACION           ,-,,-,-,,,,FUNDACION           ,,MAGDALENA-GUAJIRA   ,GZ CESAR MAGDALENA Y GUAJIRA,,-,,,
0327,42,-,022,003,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 22,GZ DISTRITOS BTA 3,NORMANDIA           ,-,,Gcia. Distrito Bogotá 22,Distrito BTA 21,2596,2709,2705,NORMANDIA           ,2573, GCIA DISTRITO BTA 22,GZ DISTRITOS BTA 3,,Distrito BTA 21,,,
0329,42,-,018,002,DIRECCION DISTRITOS ,DIRECCION CAPITAL,GCIA DISTRITO BTA 18,GZ DISTRITOS BTA 2,CTRO CIAL ALTAVISTA ,-,,Gcia. Distrito Bogotá 18,Distrito BTA 15,2701,2691,2757,CTRO CIAL ALTAVISTA ,2684,GCIA DISTRITO BTA 18,GZ DISTRITOS BTA 2,,Distrito BTA 15,,,
0334,08,-,006,004,CENTRAL             ,DIRECCION CENTRAL,SABANA              ,GZ MUNICIPIOS DE CUNDINAMARCA,GACHETA             ,-,,-,-,,,,GACHETA             ,,SABANA              ,GZ MUNICIPIOS DE CUNDINAMARCA,,-,,,
0336,08,41,002,007,CENTRAL             ,DIRECCION ORIENTE, BYCA Y NTE DE CMARCA,GZ BOYACA,GARAGOA             ,-,,-,-,,,,GARAGOA             ,, BYCA Y NTE DE CMARCA,GZ BOYACA,,-,,,
0338,08,-,004,002,CENTRAL             ,DIRECCION CENTRAL,HUILA               ,GZ HUILA,GARZON              ,-,,-,-,,,,GARZON              ,,HUILA               ,GZ HUILA,,-,,,
0340,37,-,005,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,OF PREM PEREIRA     ,-,,,,,,,OF PREM PEREIRA     ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
0341,06,-,003,002,NORORIENTE          ,DIRECCION CARIBE, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,PQ COMERCIAL GUACARI,-,,-,Distrito Sincelejo,,,,PQ COMERCIAL GUACARI,, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,,Distrito Sincelejo,,,
0346,04,07,008,004,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,GINEBRA             ,-,,-,Distrito Norte del Valle,,,,GINEBRA             ,, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,,Distrito Norte del Valle,,,
0348,08,-,007,001,CENTRAL             ,DIRECCION CENTRAL, TERRITORIOS NAC CUND,GZ CUNDINAMARCA SUR,GIRARDOT            ,-,,-,-,629,3266,3262,GIRARDOT            ,, TERRITORIOS NAC CUND,GZ CUNDINAMARCA SUR,,-,,,
0349,04,-,007,001,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE,URABA-MPIOS ANTIOQ  ,GZ DISTRITOS VALLE DE ABURRA,GIRARDOTA           ,-,,-,Distrito Medellin 1,,,,GIRARDOTA           ,,URABA-MPIOS ANTIOQ  ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 1,,,
0350,08,-,008,003,CENTRAL             ,DIRECCION CENTRAL, VILLAVICENCIO       ,GZ META,GRANADA             ,-,,-,-,,,,GRANADA             ,, VILLAVICENCIO       ,GZ META,,-,,,
0351,08,-,008,003,CENTRAL             ,DIRECCION CENTRAL, VILLAVICENCIO       ,GZ META,CTR VILLVICENCIO    ,-,,-,Distrito Villavicencio 1,,,,CTR VILLVICENCIO    ,, VILLAVICENCIO       ,GZ META,,Distrito Villavicencio 1,,,
0352,04,07,008,004,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,GUACARI             ,-,,-,Distrito Norte del Valle,,,,GUACARI             ,, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,,Distrito Norte del Valle,,,
0353,08,-,001,005,CENTRAL             ,DIRECCION CENTRAL, BOYACA              ,GZ TERRITORIOS ORIENTE COLOMBIANO,MONTERREY           ,-,,-,-,,,,MONTERREY           ,, BOYACA              ,GZ TERRITORIOS ORIENTE COLOMBIANO,,-,,,
0354,08,-,008,003,CENTRAL             ,DIRECCION CENTRAL, VILLAVICENCIO       ,GZ META,PARQ RIVEROS ACACIAS,-,,-,-,,,,PARQ RIVEROS ACACIAS,, VILLAVICENCIO       ,GZ META,,-,,,
0356,08,-,003,006,CENTRAL             ,DIRECCION CENTRAL, CUNDINAMARCA        ,GZ TOLIMA,GUADUAS             ,-,,-,-,,,,GUADUAS             ,, CUNDINAMARCA        ,GZ TOLIMA,,-,,,
0357,08,-,008,003,CENTRAL             ,DIRECCION CENTRAL, VILLAVICENCIO       ,GZ META,C C VIVA V/VICENCIO ,-,,-,Distrito Villavicencio 2,,,,C C VIVA V/VICENCIO ,, VILLAVICENCIO       ,GZ META,,Distrito Villavicencio 2,,,
0358,08,-,008,003,CENTRAL             ,DIRECCION CENTRAL, VILLAVICENCIO       ,GZ META,GUAMAL              ,-,,-,-,,,,GUAMAL              ,, VILLAVICENCIO       ,GZ META,,-,,,
0359,42,-,005,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 5 ,GZ DISTRITOS BTA 1,OFICINA SANTA ANA   ,-,,Gcia. Distrito Bogotá 5,Distrito BTA 6,2812,2520,2521,OFICINA SANTA ANA   ,2793, GCIA DISTRITO BTA 5 ,GZ DISTRITOS BTA 1,,Distrito BTA 6,,,
0360,08,41,002,007,CENTRAL             ,DIRECCION ORIENTE, BYCA Y NTE DE CMARCA,GZ BOYACA,GUATEQUE            ,-,,-,-,,,,GUATEQUE            ,, BYCA Y NTE DE CMARCA,GZ BOYACA,,-,,,
0361,08,-,008,003,CENTRAL             ,DIRECCION CENTRAL,VILLAVICENCIO       ,GZ META,RESTREPO META       ,-,,-,Distrito Villavicencio 2,,,,RESTREPO META       ,,VILLAVICENCIO       ,GZ META,,Distrito Villavicencio 2,,,
0363,04,08,006,-,ANT-OCC-TOLIMA      ,DIRECCION CENTRAL, TOLIMA              ,GZ TOLIMA,MARIQUITA           ,-,,-,-,,,,MARIQUITA           ,, TOLIMA              ,GZ TOLIMA,,-,,,
0364,08,-,008,003,CENTRAL             ,DIRECCION CENTRAL, VILLAVICENCIO       ,GZ META,LOS CENTAUROS       ,-,,-,Distrito Villavicencio 1,,,,LOS CENTAUROS       ,, VILLAVICENCIO       ,GZ META,,Distrito Villavicencio 1,,,
0366,04,08,006,-,ANT-OCC-TOLIMA      ,DIRECCION CENTRAL, TOLIMA              ,GZ TOLIMA,HONDA               ,-,,-,-,,,,HONDA               ,, TOLIMA              ,GZ TOLIMA,,-,,,
0370,04,08,006,-,ANT-OCC-TOLIMA      ,DIRECCION CENTRAL, TOLIMA              ,GZ TOLIMA,IBAGUE              ,-,,-,Distrito Ibague,,,,IBAGUE              ,, TOLIMA              ,GZ TOLIMA,,Distrito Ibague,,,
0374,04,07,003,002,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, NARINO CAUCA        ,GZ NARINO Y CAUCA,IPIALES             ,-,,-,-,,,,IPIALES             ,, NARINO CAUCA        ,GZ NARINO Y CAUCA,,-,,,
0375,08,-,007,005,CENTRAL             ,DIRECCION CENTRAL, TERRITORIOS NAC CUND,GZ TERRITORIOS ORIENTE COLOMBIANO,SAN VIC DEL CAGUAN  ,-,,-,-,,,,SAN VIC DEL CAGUAN  ,, TERRITORIOS NAC CUND,GZ TERRITORIOS ORIENTE COLOMBIANO,,-,,,
0377,08,41,001,007,CENTRAL             ,DIRECCION ORIENTE,BOYACA              ,GZ BOYACA,NOBSA               ,-,,-,-,,,,NOBSA               ,,BOYACA              ,GZ BOYACA,,-,,,
0378,04,-,002,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, MUN.ANTIOQUIA CHOCO ,GZ VALLE DE SAN NICOLAS Y CHOCO,ISTMINA             ,-,,-,-,,,,ISTMINA             ,, MUN.ANTIOQUIA CHOCO ,GZ VALLE DE SAN NICOLAS Y CHOCO,,-,,,
0380,42,-,010,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 10,GZ DISTRITOS BTA 1,ISERRA 100          ,-,,Gcia. Distrito Bogotá 10,Distrito BTA 4,2729,2733,2519,ISERRA 100          ,2726, GCIA DISTRITO BTA 10,GZ DISTRITOS BTA 1,,Distrito BTA 4,,,
0382,42,04,054,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE,G.DISTRITO MDLLIN 8 ,GZ DISTRITOS VALLE DE ABURRA,ITAGUI              ,-,,Gcia. Distrito Medellín 8,Distrito Medellin 7,3051,3015,3014,ITAGUI              ,3007,G.DISTRITO MDLLIN 8 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 7,,,
0383,08,-,004,002,CENTRAL             ,DIRECCION CENTRAL, HUILA               ,GZ HUILA,SAN AGUSTIN-HUILA   ,-,,-,-,,,,SAN AGUSTIN-HUILA   ,, HUILA               ,GZ HUILA,,-,,,
0384,42,-,005,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 5 ,GZ DISTRITOS BTA 1,C EMPR. NORTH POINT ,-,,Gcia. Distrito Bogotá 5,Distrito BTA 2,2808,2520,2517,C EMPR. NORTH POINT ,2793, GCIA DISTRITO BTA 5 ,GZ DISTRITOS BTA 1,,Distrito BTA 2,,,
0386,42,04,050,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 4 ,GZ DISTRITOS VALLE DE ABURRA,CARRERA JUNIN       ,-,,Gcia. Distrito Medellín 4,Distrito Medellin 3,3031,3010,3010,CARRERA JUNIN       ,3007, G.DISTRITO MDLLIN 4 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 3,,,
0387,42,06,035,003,DIRECCION DISTRITOS ,DIRECCION CARIBE, G.DISTRITO BQUILLA 4,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,METROCENTRO         ,-,,Gcia. Distrito B/quilla 4,Distrito B/quilla 4,2939,2924,2924,METROCENTRO         ,2920, G.DISTRITO BQUILLA 4,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,,Distrito B/quilla 4,,,
0389,06,-,001,003,NORORIENTE          ,DIRECCION CARIBE,BOLIVAR-SAN ANDRES  ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,LA PLAZUELA         ,-,,-,Distrito Cartagena,,,,LA PLAZUELA         ,,BOLIVAR-SAN ANDRES  ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,,Distrito Cartagena,,,
0390,04,08,006,-,ANT-OCC-TOLIMA      ,DIRECCION CENTRAL, TOLIMA              ,GZ TOLIMA,LA DORADA           ,-,,-,-,,,,LA DORADA           ,, TOLIMA              ,GZ TOLIMA,,-,,,
0391,42,07,046,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 8   ,GZ DISTRITOS CALI,CHIPICHAPE          ,-,,Gcia. Distrito Cali 8,Distrito Cali 5,3004,2969,2967,CHIPICHAPE          ,2962, G.DISTRITO CALI 8   ,GZ DISTRITOS CALI,,Distrito Cali 5,,,
0393,42,04,052,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 6 ,GZ DISTRITOS VALLE DE ABURRA,CTRO CIAL STFE MLLIN,-,,Gcia. Distrito Medellín 6,Distrito Medellin 6,3044,3012,3013,CTRO CIAL STFE MLLIN,3007, G.DISTRITO MDLLIN 6 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 6,,,
0394,08,-,003,001,CENTRAL             ,DIRECCION CENTRAL, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,LA MESA             ,-,,-,-,,,,LA MESA             ,, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,,-,,,
0396,08,-,003,001,CENTRAL             ,DIRECCION CENTRAL, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,OFICINA FUSAGASUGA  ,-,,-,-,,,,OFICINA FUSAGASUGA  ,, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,,-,,,
0398,08,-,004,002,CENTRAL             ,DIRECCION CENTRAL, HUILA               ,GZ HUILA,LA PLATA            ,-,,-,-,,,,LA PLATA            ,, HUILA               ,GZ HUILA,,-,,,
0402,04,-,004,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, NUEVO QUINDIO       ,GZ EJE CAFETERO,LA VIRGINIA         ,-,,-,Distrito Area Metropolitina Pereira,,,,LA VIRGINIA         ,, NUEVO QUINDIO       ,GZ EJE CAFETERO,,Distrito Area Metropolitina Pereira,,,
0406,42,04,053,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 7 ,GZ DISTRITOS VALLE DE ABURRA,VIVA ENVIGADO       ,-,,Gcia. Distrito Medellín 7,Distrito Medellin 6,3046,3013,3013,VIVA ENVIGADO       ,3007, G.DISTRITO MDLLIN 7 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 6,,,
0407,08,-,007,005,CENTRAL             ,DIRECCION CENTRAL, TERRITORIOS NAC CUND,GZ TERRITORIOS ORIENTE COLOMBIANO,LETICIA             ,-,,-,-,,,,LETICIA             ,, TERRITORIOS NAC CUND,GZ TERRITORIOS ORIENTE COLOMBIANO,,-,,,
0408,06,-,003,002,NORORIENTE          ,DIRECCION CARIBE,CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,LORICA              ,-,,-,-,,,,LORICA              ,,CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,,-,,,
0409,08,-,001,005,CENTRAL             ,DIRECCION CENTRAL, BOYACA              ,GZ TERRITORIOS ORIENTE COLOMBIANO,UNICENTRO YOPAL     ,-,,-,Distrito Yopal,,,,UNICENTRO YOPAL     ,, BOYACA              ,GZ TERRITORIOS ORIENTE COLOMBIANO,,Distrito Yopal,,,
0414,06,-,001,002,NORORIENTE          ,DIRECCION CARIBE, BOLIVAR-SAN ANDRES  ,GZ CORDOBA Y SUCRE,MAGANGUE            ,-,,-,-,,,,MAGANGUE            ,, BOLIVAR-SAN ANDRES  ,GZ CORDOBA Y SUCRE,,-,,,
0417,42,04,048,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 2 ,GZ DISTRITOS VALLE DE ABURRA,CTRO CCIAL FLORIDA  ,-,,Gcia. Distrito Medellín 2,Distrito Medellin 2,3023,3008,3009,CTRO CCIAL FLORIDA  ,3007, G.DISTRITO MDLLIN 2 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 2,,,
0420,06,41,004,009,NORORIENTE          ,DIRECCION ORIENTE, MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,SAN MARTIN CESAR    ,-,,-,-,,,,SAN MARTIN CESAR    ,, MAGDALENA MEDIO     ,GZ MAGDALENA MEDIO,,-,,,
0428,04,-,005,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, RISARALDA-CALDAS    ,GZ EJE CAFETERO,MANIZALES           ,-,,-,Distrito Manizales,,,,MANIZALES           ,, RISARALDA-CALDAS    ,GZ EJE CAFETERO,,Distrito Manizales,,,
0431,42,04,047,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 1 ,GZ DISTRITOS VALLE DE ABURRA,TERMINAL DE TRANSP. ,-,,Gcia. Distrito Medellín 1,Distrito Medellin 2,3016,3007,3009,TERMINAL DE TRANSP. ,3007, G.DISTRITO MDLLIN 1 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 2,,,
0434,42,04,050,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 4 ,GZ DISTRITOS VALLE DE ABURRA,MEDELLIN CENTRO     ,-,,Gcia. Distrito Medellín 4,Distrito Medellin 3,3032,3010,3010,MEDELLIN CENTRO     ,3007, G.DISTRITO MDLLIN 4 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 3,,,
0436,06,-,003,002,NORORIENTE          ,DIRECCION CARIBE, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,MONTELIBANO         ,-,,-,-,,,,MONTELIBANO         ,, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,,-,,,
0437,42,-,018,002,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 18,GZ DISTRITOS BTA 2,SANTA LIBRADA BTA   ,-,,Gcia. Distrito Bogotá 18,Distrito BTA 15,2702,2691,2757,SANTA LIBRADA BTA   ,2684, GCIA DISTRITO BTA 18,GZ DISTRITOS BTA 2,,Distrito BTA 15,,,
