COD OFICINA,ACTUAL COD REGION COMERCIAL,NUEVO COD REGION COMERCIAL,ACTUAL COD ZONA COMERCIAL,NUEVO COD ZONA COMERCIAL,ACTUAL NOMBRE REGION COMERCIAL,NUEVO NOMBRE REGION COMERCIAL,ACTUAL NOMBRE ZONA COMERCIAL,NUEVO NOMBRE ZONA COMERCIAL,Actual Nombre oficina,NUEVO NOMBRE OFICINA,NOMBRE GERENCIA/AREA,NOMBRE DISTRITO ACTUAL,NOMBRE NUEVO DISTRITO,ID ZONA,ID ZONA PADRE ACTUAL,ID ZONA PADRE MOVIMIENTO,NOMBRE OFICINA,ID ZONA,NOMBRE ACTUAL ZONA,NOMBRE ZONA NUEVO,ACTUAL NOMBRE DISTRITO,NUEVO  NOMBRE DISTRITO,ID ZONA,NOMBRE DIRECCION ACTUAL,NOMBRE NUEVA DIRECCION 
0620,04,-,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,TURBO               ,-,,-,Distrito Uraba,,,,TURBO               ,, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,,Distrito Uraba,,,
0622,42,-,004,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 4 ,GZ DISTRITOS BTA 1,CALLE 104 AVENIDA 19,-,,Gcia. Distrito Bogotá 4,Distrito BTA 6,2819,2519,2521,CALLE 104 AVENIDA 19,2793, GCIA DISTRITO BTA 4 ,GZ DISTRITOS BTA 1,,Distrito BTA 6,,,
0627,42,06,033,003,DIRECCION DISTRITOS ,DIRECCION CARIBE, G.DISTRITO BQUILLA 2,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,CRR 38 CALLE 70     ,-,,Gcia. Distrito B/quilla 2,Distrito B/quilla 2,2931,2922,2922,CRR 38 CALLE 70     ,2920, G.DISTRITO BQUILLA 2,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,,Distrito B/quilla 2,,,
0631,37,-,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,OF.PRE.L.C.SARMIENTO,-,,,,851,2103,2104,OF.PRE.L.C.SARMIENTO,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
0632,08,-,002,004,CENTRAL             ,DIRECCION CENTRAL,BYCA Y NTE DE CMARCA,GZ MUNICIPIOS DE CUNDINAMARCA,TOCANCIPA           ,-,,-,-,,,,TOCANCIPA           ,,BYCA Y NTE DE CMARCA,GZ MUNICIPIOS DE CUNDINAMARCA,,-,,,
0633,04,-,005,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE,RISARALDA-CALDAS    ,GZ EJE CAFETERO,UNICENTRO PEREIRA   ,-,,-,Distrito Pereira,,,,UNICENTRO PEREIRA   ,,RISARALDA-CALDAS    ,GZ EJE CAFETERO,,Distrito Pereira,,,
0637,42,-,004,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 4 ,GZ DISTRITOS BTA 1,WORLD TRADE CENTER  ,-,,Gcia. Distrito Bogotá 4,Distrito BTA 7,2818,2519,2794,WORLD TRADE CENTER  ,2793, GCIA DISTRITO BTA 4 ,GZ DISTRITOS BTA 1,,Distrito BTA 7,,,
0640,08,-,003,004,CENTRAL             ,DIRECCION CENTRAL, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,LA VEGA             ,-,,-,-,,,,LA VEGA             ,, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,,-,,,
0644,04,-,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,YARUMAL             ,-,,-,-,,,,YARUMAL             ,, URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,,-,,,
0646,08,-,001,005,CENTRAL             ,DIRECCION CENTRAL, BOYACA              ,GZ TERRITORIOS ORIENTE COLOMBIANO,YOPAL               ,-,,-,Distrito Yopal,,,,YOPAL               ,, BOYACA              ,GZ TERRITORIOS ORIENTE COLOMBIANO,,Distrito Yopal,,,
0648,42,07,046,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 8   ,GZ DISTRITOS CALI,YUMBO               ,-,,Gcia. Distrito Cali 8,Distrito Cali 5,3006,2969,2967,YUMBO               ,2962, G.DISTRITO CALI 8   ,GZ DISTRITOS CALI,,Distrito Cali 5,,,
0652,08,-,004,002,CENTRAL             ,DIRECCION CENTRAL, HUILA               ,GZ HUILA,PURIFICACION        ,-,,-,-,,,,PURIFICACION        ,, HUILA               ,GZ HUILA,,-,,,
0656,04,07,008,004,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,ZARZAL              ,-,,-,-,,,,ZARZAL              ,, VALLE DEL CAUCA     ,GZ VALLE DEL CAUCA,,-,,,
0657,06,-,002,001,NORORIENTE          ,DIRECCION CARIBE, CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,CTRO CCIAL MAYALES  ,-,,-,Distrito Valledupar,,,,CTRO CCIAL MAYALES  ,, CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,,Distrito Valledupar,,,
0658,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,OF PREM E BCO BTA BQ,-,,,,,,,OF PREM E BCO BTA BQ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
0660,08,-,002,004,CENTRAL             ,DIRECCION CENTRAL, BYCA Y NTE DE CMARCA,GZ MUNICIPIOS DE CUNDINAMARCA,ZIPAQUIRA           ,-,,-,-,,,,ZIPAQUIRA           ,, BYCA Y NTE DE CMARCA,GZ MUNICIPIOS DE CUNDINAMARCA,,-,,,
0674,06,-,001,003,NORORIENTE          ,DIRECCION CARIBE,BOLIVAR-SAN ANDRES  ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,EXT OFIC PROVIDENCIA,-,,-,-,,,,EXT OFIC PROVIDENCIA,,BOLIVAR-SAN ANDRES  ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,,-,,,
0676,08,41,001,007,CENTRAL             ,DIRECCION ORIENTE, BOYACA              ,GZ BOYACA,PAIPA               ,-,,-,-,,,,PAIPA               ,, BOYACA              ,GZ BOYACA,,-,,,
0677,42,04,052,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 6 ,GZ DISTRITOS VALLE DE ABURRA,CTRO C PREMIUM PLAZA,-,,Gcia. Distrito Medellín 6,Distrito Medellin 4,3043,3012,3011,CTRO C PREMIUM PLAZA,3007, G.DISTRITO MDLLIN 6 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 4,,,
0679,42,07,041,001,DIRECCION DISTRITOS ,DIRECCION OCCIDENTE, G.DISTRITO CALI 3   ,GZ DISTRITOS CALI,PQUE CIAL RIO CAUCA ,-,,Gcia. Distrito Cali 3,Distrito Cali 6,2984,2964,2968,PQUE CIAL RIO CAUCA ,2962, G.DISTRITO CALI 3   ,GZ DISTRITOS CALI,,Distrito Cali 6,,,
0692,04,07,003,002,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, NARINO CAUCA        ,GZ NARINO Y CAUCA,TUMACO              ,-,,-,-,,,,TUMACO              ,, NARINO CAUCA        ,GZ NARINO Y CAUCA,,-,,,
0693,04,07,003,002,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, NARINO CAUCA        ,GZ NARINO Y CAUCA,UNICENTRO PASTO     ,-,,-,Distrito Pasto,,,,UNICENTRO PASTO     ,, NARINO CAUCA        ,GZ NARINO Y CAUCA,,Distrito Pasto,,,
0695,08,-,007,005,CENTRAL             ,DIRECCION CENTRAL, TERRITORIOS NAC CUND,GZ TERRITORIOS ORIENTE COLOMBIANO,PTO CARRENO         ,-,,-,-,,,,PTO CARRENO         ,, TERRITORIOS NAC CUND,GZ TERRITORIOS ORIENTE COLOMBIANO,,-,,,
0697,08,-,008,003,CENTRAL             ,DIRECCION CENTRAL,VILLAVICENCIO       ,GZ META,PUERTO LOPEZ        ,-,,-,-,,,,PUERTO LOPEZ        ,,VILLAVICENCIO       ,GZ META,,-,,,
0704,08,-,004,002,CENTRAL             ,DIRECCION CENTRAL, HUILA               ,GZ HUILA,QUIRINAL            ,-,,-,Distrito Neiva,,,,QUIRINAL            ,, HUILA               ,GZ HUILA,,Distrito Neiva,,,
0708,08,-,006,004,CENTRAL             ,DIRECCION CENTRAL, SABANA              ,GZ MUNICIPIOS DE CUNDINAMARCA,OFICINA MADRID      ,-,,-,-,,,,OFICINA MADRID      ,, SABANA              ,GZ MUNICIPIOS DE CUNDINAMARCA,,-,,,
0752,42,04,051,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 5 ,GZ DISTRITOS VALLE DE ABURRA,CTR CIAL AVESMARIA  ,-,,Gcia. Distrito Medellín 5,Distrito Medellin 7,3052,3012,3014,CTR CIAL AVESMARIA  ,3007, G.DISTRITO MDLLIN 5 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 7,,,
0767,08,-,004,002,CENTRAL             ,DIRECCION CENTRAL, HUILA               ,GZ HUILA,CHAPARRAL           ,-,,-,-,,,,CHAPARRAL           ,, HUILA               ,GZ HUILA,,-,,,
0793,08,-,004,002,CENTRAL             ,DIRECCION CENTRAL, HUILA               ,GZ HUILA,PITALITO            ,-,,-,-,,,,PITALITO            ,, HUILA               ,GZ HUILA,,-,,,
0796,42,-,016,003,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 16,GZ DISTRITOS BTA 3,BOSA CENTRO         ,-,,Gcia. Distrito Bogotá 16,Distrito BTA 17,2713,2761,2685,BOSA CENTRO         ,2684, GCIA DISTRITO BTA 16,GZ DISTRITOS BTA 3,,Distrito BTA 17,,,
0798,08,-,006,004,CENTRAL             ,DIRECCION CENTRAL,SABANA              ,GZ MUNICIPIOS DE CUNDINAMARCA,SUBACHOQUE          ,-,,-,-,,,,SUBACHOQUE          ,,SABANA              ,GZ MUNICIPIOS DE CUNDINAMARCA,,-,,,
0799,08,-,002,004,CENTRAL             ,DIRECCION CENTRAL, BYCA Y NTE DE CMARCA,GZ MUNICIPIOS DE CUNDINAMARCA,CALERA              ,-,,-,-,,,,CALERA              ,, BYCA Y NTE DE CMARCA,GZ MUNICIPIOS DE CUNDINAMARCA,,-,,,
0800,06,-,003,002,NORORIENTE          ,DIRECCION CARIBE,CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,PLANETA RICA        ,-,,-,-,,,,PLANETA RICA        ,,CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,,-,,,
0801,42,-,024,003,DIRECCION DISTRITOS ,DIRECCION CAPITAL, GCIA DISTRITO BTA 24,GZ DISTRITOS BTA 3,ENGATIVA            ,-,,Gcia. Distrito Bogotá 24,Distrito BTA 21,2581,2720,2705,ENGATIVA            ,2573, GCIA DISTRITO BTA 24,GZ DISTRITOS BTA 3,,Distrito BTA 21,,,
0802,42,-,002,001,DIRECCION DISTRITOS ,DIRECCION CAPITAL,GCIA DISTRITO BTA 2 ,GZ DISTRITOS BTA 1,CENTRO SUBA         ,-,,Gcia. Distrito Bogotá 2,Distrito BTA 3,2736,2517,2518,CENTRO SUBA         ,2793,GCIA DISTRITO BTA 2 ,GZ DISTRITOS BTA 1,,Distrito BTA 3,,,
0804,08,-,008,003,CENTRAL             ,DIRECCION CENTRAL, VILLAVICENCIO       ,GZ META,OFIC PTO GAITAN META,-,,-,-,,,,OFIC PTO GAITAN META,, VILLAVICENCIO       ,GZ META,,-,,,
0807,08,41,001,007,CENTRAL             ,DIRECCION ORIENTE, BOYACA              ,GZ BOYACA,CC UNICENTRO TUNJA  ,-,,-,Distrito Tunja,,,,CC UNICENTRO TUNJA  ,, BOYACA              ,GZ BOYACA,,Distrito Tunja,,,
0808,42,04,047,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 1 ,GZ DISTRITOS VALLE DE ABURRA,CTRO C PUERTA NORTE ,-,,Gcia. Distrito Medellín 1,Distrito Medellin 1,3019,3007,3008,CTRO C PUERTA NORTE ,3007, G.DISTRITO MDLLIN 1 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 1,,,
0811,42,04,054,001,DIRECCION DISTRITOS ,DIRECCION ANTIOQUIA Y EJE, G.DISTRITO MDLLIN 8 ,GZ DISTRITOS VALLE DE ABURRA,ARKADIA             ,-,,Gcia. Distrito Medellín 8,Distrito Medellin 5,3029,3015,3012,ARKADIA             ,3007, G.DISTRITO MDLLIN 8 ,GZ DISTRITOS VALLE DE ABURRA,,Distrito Medellin 5,,,
0817,04,07,003,002,ANT-OCC-TOLIMA      ,DIRECCION OCCIDENTE, NARINO CAUCA        ,GZ NARINO Y CAUCA,C CIAL CAMPANARIO   ,-,,-,Distrito Popayan,,,,C CIAL CAMPANARIO   ,, NARINO CAUCA        ,GZ NARINO Y CAUCA,,Distrito Popayan,,,
0825,06,41,006,010,NORORIENTE          ,DIRECCION ORIENTE, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,EL ZULIA            ,-,,-,Distrito Cucuta 1,,,,EL ZULIA            ,, NTE SANTAND ARAUCA  ,GZ NORTE DE SANTANDER Y ARAUCA,,Distrito Cucuta 1,,,
0827,37,-,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,OF PREM EDF BCO BTA ,-,,,,2016,2107,2107,OF PREM EDF BCO BTA ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
0840,04,08,006,-,ANT-OCC-TOLIMA      ,DIRECCION CENTRAL, TOLIMA              ,GZ TOLIMA,FRESNO              ,-,,-,-,,,,FRESNO              ,, TOLIMA              ,GZ TOLIMA,,-,,,
0845,04,-,004,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, QUINDIO-CHOCO       ,GZ EJE CAFETERO,CIUDAD MILAGRO ARMEN,-,,-,Distrito Armenia,,,,CIUDAD MILAGRO ARMEN,, QUINDIO-CHOCO       ,GZ EJE CAFETERO,,Distrito Armenia,,,
0847,04,-,004,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, NUEVO QUINDIO       ,GZ EJE CAFETERO,ANSERMA             ,-,,-,-,,,,ANSERMA             ,, NUEVO QUINDIO       ,GZ EJE CAFETERO,,-,,,
0853,08,-,008,003,CENTRAL             ,DIRECCION CENTRAL, VILLAVICENCIO       ,GZ META,CUMARAL             ,-,,-,Distrito Villavicencio 2,,,,CUMARAL             ,, VILLAVICENCIO       ,GZ META,,Distrito Villavicencio 2,,,
0863,06,-,002,001,NORORIENTE          ,DIRECCION CARIBE, CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,CTR CIAL GUATAPURI  ,-,,-,Distrito Valledupar,,,,CTR CIAL GUATAPURI  ,, CESAR               ,GZ CESAR MAGDALENA Y GUAJIRA,,Distrito Valledupar,,,
0879,37,-,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,PREMIUM CALLE 36    ,-,,,,830,2103,2104,PREMIUM CALLE 36    ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
0880,06,-,003,002,NORORIENTE          ,DIRECCION CARIBE, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,MONTERIA NORTE      ,-,,-,Distrito Monteria,,,,MONTERIA NORTE      ,, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,,Distrito Monteria,,,
0885,08,-,003,001,CENTRAL             ,DIRECCION CENTRAL, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,ANAPOIMA            ,-,,-,-,,,,ANAPOIMA            ,, CUNDINAMARCA        ,GZ CUNDINAMARCA SUR,,-,,,
0896,37,-,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENTE PREMIUM 19  ,-,,,,831,2103,2104,GERENTE PREMIUM 19  ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
0897,06,-,003,002,NORORIENTE          ,DIRECCION CARIBE, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,OFICINA CAUCASIA    ,-,,-,-,,,,OFICINA CAUCASIA    ,, CORDOBA-SUCRE       ,GZ CORDOBA Y SUCRE,,-,,,
0900,42,41,036,008,DIRECCION DISTRITOS ,DIRECCION ORIENTE, G.DISTRITO BMANGA 1 ,GZ BUCARAMANGA,CTR COMERC CACIQUE  ,-,,Gcia. Distrito B/manga 1,Distrito B/manga 2,,,,CTR COMERC CACIQUE  ,, G.DISTRITO BMANGA 1 ,GZ BUCARAMANGA,,Distrito B/manga 2,,,
0907,06,-,001,003,NORORIENTE          ,DIRECCION CARIBE, BOLIVAR-SAN ANDRES  ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,CTR CIAL CARIBE PLAZ,-,,-,Distrito Cartagena,,,,CTR CIAL CARIBE PLAZ,, BOLIVAR-SAN ANDRES  ,GZ DISTRITOS B/QUILLA C/GENA Y STA MTA,,Distrito Cartagena,,,
0912,04,-,005,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, RISARALDA-CALDAS    ,GZ EJE CAFETERO,CTRO CIAL PER PLAZA ,-,,-,Distrito Pereira,,,,CTRO CIAL PER PLAZA ,, RISARALDA-CALDAS    ,GZ EJE CAFETERO,,Distrito Pereira,,,
0914,04,-,002,005,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,MUNICIPIO GUARNE    ,-,,-,Distrito Valle de San Nicolas,,,,MUNICIPIO GUARNE    ,, MUNICIPIOS ANTIOQUIA,GZ VALLE DE SAN NICOLAS Y CHOCO,,Distrito Valle de San Nicolas,,,
0915,37,-,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENTE PREMIUM 20  ,-,,,,832,2103,2104,GERENTE PREMIUM 20  ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
0924,37,-,001,002,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,OF PREMIUM URBAN PLZ,-,,,,1816,2102,2103,OF PREMIUM URBAN PLZ,, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,,,,,
0949,09,-,009,-,DIRECCION GENERAL   ,DIRECCION ANTIOQUIA Y EJE, REGION ANTIOQUIA    ,9976-D.NAL.CAN.PERS ,DIR.REGION ANTIOQUIA,DIRECCION ANTIOQUIA Y EJE,,,,,,,DIR.REGION ANTIOQUIA,, REGION ANTIOQUIA    ,9976-D.NAL.CAN.PERS ,,,,,
0958,09,-,009,-,DIRECCION GENERAL   ,DIRECCION ORIENTE, REGION COSTA        ,9976-D.NAL.CAN.PERS ,DIR REGION COSTA    ,DIRECCION ORIENTE,,,,,,,DIR REGION COSTA    ,, REGION COSTA        ,9976-D.NAL.CAN.PERS ,,,,,
0960,09,-,009,-,DIRECCION GENERAL   ,DIRECCION CENTRAL, REGION CENTRAL      ,9976-D.NAL.CAN.PERS ,DIR REGION CENTRAL  ,DIRECCION CENTRAL,,,,,,,DIR REGION CENTRAL  ,, REGION CENTRAL      ,9976-D.NAL.CAN.PERS ,,,,,
0961,09,-,009,-,DIRECCION GENERAL   ,DIRECCION CARIBE, REGION ORIENTE      ,9976-D.NAL.CAN.PERS ,DIR REGION ORIENTE  ,DIRECCION CARIBE,,,,,,,DIR REGION ORIENTE  ,, REGION ORIENTE      ,9976-D.NAL.CAN.PERS ,,,,,
0965,37,-,005,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,PREMIUM SAN FD PLAZA,-,,,,,,,PREMIUM SAN FD PLAZA,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
0967,37,-,005,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENTE PREMIUM 6   ,-,,,,,,,GERENTE PREMIUM 6   ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
0968,37,-,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,PREMIUM CT.CIAL.CALI,-,,,,797,2107,2107,PREMIUM CT.CIAL.CALI,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
0969,37,-,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENTE PREMIUM 7   ,-,,,,809,2107,2107,GERENTE PREMIUM 7   ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
0971,37,-,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENTE PREMIUM 8   ,-,,,,490,2107,2107,GERENTE PREMIUM 8   ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
0972,37,-,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENTE PREMIUM 9   ,-,,,,810,2107,2107,GERENTE PREMIUM 9   ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
0973,37,-,002,004,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GCIA PREMIUM 26     ,-,,,,864,2103,2104,GCIA PREMIUM 26     ,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
0975,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,CT.EMP.LAS AMERI.II ,-,,,,,,,CT.EMP.LAS AMERI.II ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
0978,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENTE PREMIUM 11  ,-,,,,,,,GERENTE PREMIUM 11  ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
0980,04,-,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE,URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,SAN PEDRO DE LOS MIL,-,,,,,,,SAN PEDRO DE LOS MIL,,URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,,,,,
0981,04,-,004,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, QUINDIO-CHOCO       ,GZ EJE CAFETERO,CENT COMER UNIC ARME,-,,,,,,,CENT COMER UNIC ARME,, QUINDIO-CHOCO       ,GZ EJE CAFETERO,,Distrito Armenia,,,
0985,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,PREMIUM CABECERA    ,-,,,,,,,PREMIUM CABECERA    ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
0986,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 12 ,-,,,,,,,GERENCIA PREMIUM 12 ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
0987,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 13 ,-,,,,,,,GERENCIA PREMIUM 13 ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
0992,37,-,005,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENTE PREMIUM 14  ,-,,,,,,,GERENTE PREMIUM 14  ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
0993,08,-,001,005,CENTRAL             ,DIRECCION CENTRAL, BOYACA              ,GZ TERRITORIOS ORIENTE COLOMBIANO,VILLANUEVA          ,-,,,,,,,VILLANUEVA          ,, BOYACA              ,GZ TERRITORIOS ORIENTE COLOMBIANO,,,,,
1004,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1004  ,-,,,,2617,2612,,G. PREFERENTE 1004  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
1005,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1005  ,-,,,,,,,G. PREFERENTE 1005  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
1006,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1006  ,-,,,,,,,G. PREFERENTE 1006  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
1007,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1007  ,-,,,,,,,G. PREFERENTE 1007  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
1008,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1008  ,-,,,,,,,G. PREFERENTE 1008  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
1009,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1009  ,-,,,,,,,G. PREFERENTE 1009  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
1010,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1010  ,-,,,,,,,G. PREFERENTE 1010  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
